,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
187,frozenset(['72 SWEETHEART FAIRY CAKE CASES']),frozenset(['PACK OF 60 PINK PAISLEY CAKE CASES']),0.07827476038338659,0.11022364217252396,0.03194888178913738,0.4081632653061224,3.7030464359656903,0.02332115260949892,1.5034152252947008
9,"frozenset(['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER'])",frozenset(['REGENCY TEA PLATE ROSES']),0.0670926517571885,0.04153354632587859,0.027156549520766772,0.40476190476190477,9.745421245421246,0.024369953760883543,1.610223642172524
100,"frozenset(['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER'])",frozenset(['REGENCY TEA PLATE GREEN']),0.0670926517571885,0.036741214057507986,0.027156549520766772,0.40476190476190477,11.01656314699793,0.02469148404087007,1.6182747603833867
162,frozenset(['COOK WITH WINE METAL SIGN']),"frozenset([""YOU'RE CONFUSING ME METAL SIGN""])",0.07507987220447285,0.039936102236421724,0.03035143769968051,0.40425531914893614,10.122553191489361,0.027353040247425204,1.6115358283888637
180,frozenset(['PINK REGENCY TEACUP AND SAUCER']),frozenset(['REGENCY MILK JUG PINK']),0.06389776357827476,0.039936102236421724,0.025559105431309903,0.4,10.016000000000002,0.023007277812369217,1.6001064962726306
123,frozenset(['PINK REGENCY TEACUP AND SAUCER']),"frozenset(['REGENCY MILK JUG PINK', 'ROSES REGENCY TEACUP AND SAUCER'])",0.06389776357827476,0.03035143769968051,0.025559105431309903,0.4,13.178947368421055,0.023619716440914984,1.6160809371671991
8,frozenset(['IVORY KITCHEN SCALES']),frozenset(['MINT KITCHEN SCALES']),0.08626198083067092,0.05750798722044728,0.03354632587859425,0.3888888888888889,6.762345679012346,0.028585572987373555,1.5422596572756317
67,frozenset(['PACK OF 72 RETRO SPOT CAKE CASES']),frozenset(['SET/5 RED SPOTTY LID GLASS BOWLS']),0.07827476038338659,0.04792332268370607,0.03035143769968051,0.3877551020408163,8.091156462585033,0.026600251099837702,1.5550585729499469
232,frozenset(['60 TEATIME FAIRY CAKE CASES']),frozenset(['REGENCY CAKESTAND 3 TIER']),0.12939297124600638,0.22843450479233227,0.04952076677316294,0.3827160493827161,1.6753863420530088,0.01996294746297298,1.2499361022364217
68,frozenset(['60 TEATIME FAIRY CAKE CASES']),frozenset(['PACK OF 72 RETRO SPOT CAKE CASES']),0.12939297124600638,0.07827476038338659,0.04952076677316294,0.3827160493827161,4.889392794154699,0.039392562953587354,1.4931948881789139
141,frozenset(['PACK OF 60 DINOSAUR CAKE CASES']),frozenset(['PACK OF 60 SPACEBOY CAKE CASES']),0.0670926517571885,0.04472843450479233,0.025559105431309903,0.38095238095238093,8.517006802721088,0.02255815615143566,1.5431309904153354
41,"frozenset(['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER'])","frozenset(['REGENCY SUGAR BOWL GREEN', 'GREEN REGENCY TEACUP AND SAUCER'])",0.0670926517571885,0.02875399361022364,0.025559105431309903,0.38095238095238093,13.248677248677248,0.023629923751390745,1.5689358564757925
34,frozenset(['PACK OF 60 DINOSAUR CAKE CASES']),frozenset(['PACK OF 72 RETRO SPOT CAKE CASES']),0.0670926517571885,0.07827476038338659,0.025559105431309903,0.38095238095238093,4.866861030126335,0.020307444191529973,1.4889407716883756
44,"frozenset(['GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'])","frozenset(['REGENCY CAKESTAND 3 TIER', 'REGENCY SUGAR BOWL GREEN'])",0.06869009584664537,0.03354632587859425,0.025559105431309903,0.3720930232558139,11.091915836101881,0.023254805091406466,1.539166962489646
213,"frozenset(['GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'])",frozenset(['REGENCY MILK JUG PINK']),0.06869009584664537,0.039936102236421724,0.025559105431309903,0.3720930232558139,9.31720930232558,0.022815890740948665,1.5289906519938468
222,frozenset(['72 SWEETHEART FAIRY CAKE CASES']),"frozenset(['60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES'])",0.07827476038338659,0.06070287539936102,0.02875399361022364,0.36734693877551017,6.0515574650912995,0.024002490583756086,1.484695455013913
146,frozenset(['GREEN REGENCY TEACUP AND SAUCER']),frozenset(['REGENCY SUGAR BOWL GREEN']),0.07827476038338659,0.039936102236421724,0.02875399361022364,0.36734693877551017,9.198367346938776,0.0256280047770213,1.5175203545295268
76,frozenset(['GREEN REGENCY TEACUP AND SAUCER']),"frozenset(['REGENCY SUGAR BOWL GREEN', 'ROSES REGENCY TEACUP AND SAUCER'])",0.07827476038338659,0.03354632587859425,0.02875399361022364,0.36734693877551017,10.950437317784257,0.026128162990333676,1.527620323611254
159,frozenset(['60 TEATIME FAIRY CAKE CASES']),frozenset(['72 SWEETHEART FAIRY CAKE CASES']),0.12939297124600638,0.07827476038338659,0.0463258785942492,0.3580246913580247,4.573948097757622,0.036197674774673616,1.435764315556648
